ZIP Code,Population Under 18 years (Selected),Total Population,Population Under 5 years,Population 5 to 9 years,Population 10 to 14 years,Population 15 to 19 years,Percent Population Under 5 years,Percent Population 5 to 9 years,Percent Population 10 to 14 years,Percent Population Under 18 years (Selected),Male Population Under 5 years,Male Population 5 to 9 years,Male Population 10 to 14 years,Female Population Under 5 years,Female Population 5 to 9 years,Female Population 10 to 14 years,Female Population Under 18 years (Selected)
95837,16,306,0,0,8,8,0.0,0.0,2.6,5.2,0,0,3,0,0,5,13
95838,11497,41311,2372,3562,3770,3068,5.7,8.6,9.1,27.8,1383,1704,1885,989,1858,1885,5538
95841,4743,21542,1605,1223,1090,1251,7.5,5.7,5.1,22.0,715,590,673,890,633,417,2350
95842,9755,34775,2865,2916,2746,1976,8.2,8.4,7.9,28.1,1493,1608,1390,1372,1308,1356,4597
95843,12533,47195,3468,3375,3512,3311,7.3,7.2,7.4,26.6,1820,1626,1910,1648,1749,1602,5888
95864,5846,25728,1102,1887,1619,1896,4.3,7.3,6.3,22.7,547,946,717,555,941,902,2891
95901,9859,36119,2937,3032,2279,2491,8.1,8.4,6.3,27.3,1490,1680,1210,1447,1352,1069,4464
95903,432,1868,230,126,69,137,12.3,6.7,3.7,23.1,107,57,45,123,69,24,223
95910,0,148,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95912,1193,4908,341,300,372,311,6.9,6.1,7.6,24.3,142,150,239,199,150,133,550
95913,52,313,0,0,37,32,0.0,0.0,11.8,16.6,0,0,37,0,0,0,15
95914,72,450,37,0,29,6,8.2,0.0,6.4,16.0,20,0,29,17,0,0,23
95915,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95916,149,965,18,36,59,52,1.9,3.7,6.1,15.4,18,19,13,0,17,46,77
95917,1035,4091,184,319,391,417,4.5,7.8,9.6,25.3,81,186,166,103,133,225,555
95918,226,1807,69,14,82,69,3.8,0.8,4.5,12.5,30,14,43,39,0,39,139
95919,237,1183,0,174,38,32,0.0,14.7,3.2,20.0,0,0,38,0,174,0,174
95920,27,164,20,2,2,3,12.2,1.2,1.2,16.5,20,0,2,0,2,0,5
95922,86,593,37,14,16,25,6.2,2.4,2.7,14.5,6,7,16,31,7,0,48
95923,0,43,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95925,48,188,24,24,0,0,12.8,12.8,0.0,25.5,0,0,0,24,24,0,48
95926,7415,42362,1647,2395,1889,4322,3.9,5.7,4.5,17.5,853,1205,823,794,1190,1066,3722
95928,5989,38412,1554,1777,1696,2636,4.0,4.6,4.4,15.6,696,960,962,858,817,734,2956
95929,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95930,183,417,125,58,0,0,30.0,13.9,0.0,43.9,59,58,0,66,0,0,66
95932,2086,7789,408,630,620,549,5.2,8.1,8.0,26.8,176,409,259,232,221,361,1041
95934,0,33,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95935,43,465,28,0,0,40,6.0,0.0,0.0,9.2,28,0,0,0,0,0,0
95936,0,121,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95937,218,1145,112,62,0,44,9.8,5.4,0.0,19.0,79,11,0,33,51,0,128
95938,957,4451,276,198,205,452,6.2,4.4,4.6,21.5,115,134,27,161,64,178,600
95939,37,376,17,11,7,8,4.5,2.9,1.9,9.8,14,3,4,3,8,3,15
95941,85,396,38,47,0,0,9.6,11.9,0.0,21.5,36,47,0,2,0,0,2
95942,391,1786,75,19,97,200,4.2,1.1,5.4,21.9,0,0,97,75,19,0,101
95943,139,670,68,8,29,52,10.1,1.2,4.3,20.7,21,0,25,47,8,4,74
95944,0,65,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95945,5055,27388,1194,1463,1445,1217,4.4,5.3,5.3,18.5,663,835,848,531,628,597,2294
95946,1327,9049,239,321,510,366,2.6,3.5,5.6,14.7,136,228,187,103,93,323,609
95947,306,1407,75,122,0,121,5.3,8.7,0.0,21.7,9,54,0,66,68,0,134
95948,3520,11456,870,1371,833,685,7.6,12.0,7.3,30.7,357,725,423,513,646,410,1813
95949,3101,21232,791,821,890,1057,3.7,3.9,4.2,14.6,394,395,456,397,426,434,1569
95950,99,442,15,35,38,36,3.4,7.9,8.6,22.4,15,0,38,0,35,0,35
95951,599,2522,79,108,311,217,3.1,4.3,12.3,23.8,27,29,158,52,79,153,328
95953,3175,11201,1008,715,920,852,9.0,6.4,8.2,28.3,607,416,291,401,299,629,1622
95954,2033,10163,695,519,401,539,6.8,5.1,3.9,20.0,330,343,164,365,176,237,1036
95955,354,1413,76,142,116,125,5.4,10.0,8.2,25.1,60,119,29,16,23,87,137
95956,99,458,61,38,0,17,13.3,8.3,0.0,21.6,12,18,0,49,20,0,69
95957,167,752,65,36,33,33,8.6,4.8,4.4,22.2,20,10,21,45,26,12,100
95958,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
95959,2483,18244,707,500,809,668,3.9,2.7,4.4,13.6,342,278,534,365,222,275,1092
95960,160,594,13,90,33,31,2.2,15.2,5.6,26.9,0,37,33,13,53,0,66
95961,9661,32663,2508,2958,2840,2273,7.7,9.1,8.7,29.6,1363,1483,1304,1145,1475,1536,4947
95962,132,1136,21,0,111,63,1.8,0.0,9.8,11.6,0,0,111,21,0,0,21
95963,4389,16485,1272,1117,1429,902,7.7,6.8,8.7,26.6,680,600,653,592,517,776,2219
95965,4927,20835,1317,1222,1654,1382,6.3,5.9,7.9,23.6,570,580,788,747,642,866,2585
95966,6423,30108,1937,1622,1577,1888,6.4,5.4,5.2,21.3,1221,734,658,716,888,919,3136
95968,208,1366,24,76,108,54,1.8,5.6,7.9,15.2,24,46,72,0,30,36,66
95969,1048,7564,259,183,384,366,3.4,2.4,5.1,13.9,116,83,323,143,100,61,369
95970,135,466,50,16,66,11,10.7,3.4,14.2,29.0,19,16,47,31,0,19,53
95971,983,5931,233,218,263,503,3.9,3.7,4.4,16.6,143,84,174,90,134,89,394
95972,86,142,0,0,86,0,0.0,0.0,60.6,60.6,0,0,39,0,0,47,47
95973,8474,38323,2200,2593,2427,2149,5.7,6.8,6.3,22.1,1264,1502,1276,936,1091,1151,3760
95974,0,65,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95975,408,1628,58,53,155,142,3.6,3.3,9.5,25.1,58,21,42,0,32,113,226
95977,332,1822,0,144,151,90,0.0,7.9,8.3,18.2,0,39,114,0,105,37,149
95978,23,98,0,0,23,0,0.0,0.0,23.5,23.5,0,0,11,0,0,12,12
95979,35,374,4,5,12,21,1.1,1.3,3.2,9.4,0,0,12,4,5,0,9
95981,0,52,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95982,729,3084,150,190,199,230,4.9,6.2,6.5,23.6,86,113,78,64,77,121,400
95983,10,395,0,10,0,11,0.0,2.5,0.0,2.5,0,10,0,0,0,0,0
95984,0,177,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95986,0,104,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
95987,1916,6504,589,499,457,541,9.1,7.7,7.0,29.5,284,274,158,305,225,299,1016
95988,2486,8748,649,517,710,947,7.4,5.9,8.1,28.4,500,190,543,149,327,167,911
95991,12091,43978,3221,3625,3321,2892,7.3,8.2,7.6,27.5,1612,1698,1773,1609,1927,1548,5897
95993,8360,37222,1785,2469,2351,2900,4.8,6.6,6.3,22.5,919,1416,1496,866,1053,855,3603
96001,8049,34721,2138,2316,2184,2013,6.2,6.7,6.3,23.2,1360,1276,1223,778,1040,961,3472
96002,8629,34634,2288,2193,2448,2298,6.6,6.3,7.1,24.9,1020,926,1332,1268,1267,1116,4231
96003,8476,43945,1939,2707,2647,2458,4.4,6.2,6.0,19.3,1139,1272,1227,800,1435,1420,4290
96006,56,587,10,0,16,38,1.7,0.0,2.7,9.5,0,0,16,10,0,0,40
96007,5081,24849,1424,1457,1389,1217,5.7,5.9,5.6,20.4,611,697,826,813,760,563,2549
96008,205,1123,120,75,0,10,10.7,6.7,0.0,18.3,85,36,0,35,39,0,74
96009,59,247,21,24,6,26,8.5,9.7,2.4,23.9,14,0,6,7,24,0,31
96010,0,28,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96011,70,232,1,46,23,0,0.4,19.8,9.9,30.2,0,23,18,1,23,5,29
96013,1177,4212,369,276,427,154,8.8,6.6,10.1,27.9,173,140,209,196,136,218,628
96014,40,173,0,0,29,11,0.0,0.0,16.8,23.1,0,0,0,0,0,29,29
96015,6,560,0,0,0,12,0.0,0.0,0.0,1.1,0,0,0,0,0,0,3
96016,57,319,27,30,0,0,8.5,9.4,0.0,17.9,27,30,0,0,0,0,0
96017,10,143,0,5,5,0,0.0,3.5,3.5,7.0,0,5,0,0,0,5,5
96019,2433,10466,484,724,671,818,4.6,6.9,6.4,23.2,167,422,428,317,302,243,1198
96020,362,2593,86,142,104,68,3.3,5.5,4.0,14.0,86,48,104,0,94,0,107
96021,3780,15746,1183,1106,1065,716,7.5,7.0,6.8,24.0,370,650,454,813,456,611,2154
96022,2887,14751,563,1082,870,662,3.8,7.3,5.9,19.6,339,425,372,224,657,498,1604
96023,279,1189,75,77,82,52,6.3,6.5,6.9,23.5,69,34,52,6,43,30,117
96024,315,1105,19,117,87,92,1.7,10.6,7.9,28.5,0,78,87,19,39,0,113
96025,451,2247,220,94,71,104,9.8,4.2,3.2,20.1,77,56,17,143,38,54,251
96027,345,1907,86,27,160,101,4.5,1.4,8.4,18.1,30,7,93,56,20,67,167
96028,395,1805,161,119,90,147,8.9,6.6,5.0,21.9,55,99,26,106,20,64,190
96029,42,120,8,6,10,18,6.7,5.0,8.3,35.0,4,5,5,4,1,5,20
96031,3,66,3,0,0,0,4.5,0.0,0.0,4.5,0,0,0,3,0,0,3
96032,587,2606,102,190,212,99,3.9,7.3,8.1,22.5,58,93,108,44,97,104,269
96033,60,321,12,14,26,13,3.7,4.4,8.1,18.7,7,9,18,5,5,8,20
96034,54,345,26,17,2,25,7.5,4.9,0.6,15.7,12,15,1,14,2,1,21
96035,1219,4097,462,139,317,331,11.3,3.4,7.7,29.8,426,67,239,36,72,78,310
96037,0,131,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96038,87,499,29,20,21,23,5.8,4.0,4.2,17.4,25,6,11,4,14,10,31
96039,112,726,37,48,19,12,5.1,6.6,2.6,15.4,14,29,12,23,19,7,57
96040,0,71,0,0,0,8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96041,389,3511,68,43,242,76,1.9,1.2,6.9,11.1,68,43,210,0,0,32,65
96044,309,1215,102,17,110,92,8.4,1.4,9.1,25.4,25,14,25,77,3,85,182
96046,0,328,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96047,66,843,15,9,42,0,1.8,1.1,5.0,7.8,7,7,17,8,2,25,35
96048,143,1283,56,40,37,47,4.4,3.1,2.9,11.1,21,20,22,35,20,15,70
96050,9,400,0,0,6,7,0.0,0.0,1.5,2.3,0,0,6,0,0,0,3
96051,59,1067,0,7,22,30,0.0,0.7,2.1,5.5,0,7,7,0,0,15,45
96052,611,2538,224,179,111,147,8.8,7.1,4.4,24.1,76,120,15,148,59,96,359
96054,40,269,10,12,18,0,3.7,4.5,6.7,14.9,8,5,18,2,7,0,9
96055,918,3760,233,264,219,225,6.2,7.0,5.8,24.4,128,174,133,105,90,86,371
96056,267,1318,99,43,30,95,7.5,3.3,2.3,20.3,90,25,18,9,18,12,126
96057,148,1158,0,10,92,145,0.0,0.9,7.9,12.8,0,10,71,0,0,21,33
96058,190,809,33,32,67,86,4.1,4.0,8.3,23.5,33,13,40,0,19,27,94
96059,52,323,0,0,29,23,0.0,0.0,9.0,16.1,0,0,29,0,0,0,0
96061,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
96062,95,1002,28,25,29,99,2.8,2.5,2.9,9.5,20,15,6,8,10,23,47
96063,0,77,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96064,1011,4690,269,245,363,213,5.7,5.2,7.7,21.6,144,142,209,125,103,154,443
96065,29,364,20,0,3,6,5.5,0.0,0.8,8.0,6,0,0,14,0,3,17
96067,1226,7321,77,316,645,320,1.1,4.3,8.8,16.7,54,85,174,23,231,471,813
96068,23,125,0,0,8,15,0.0,0.0,6.4,18.4,0,0,0,0,0,8,15
96069,330,1390,24,119,140,67,1.7,8.6,10.1,23.7,7,99,68,17,20,72,141
96071,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96073,1611,5648,443,308,457,518,7.8,5.5,8.1,28.5,124,183,301,319,125,156,825
96074,29,183,3,5,17,4,1.6,2.7,9.3,15.8,0,3,16,3,2,1,6
96075,0,341,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96076,0,152,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96078,37,135,0,0,0,37,0.0,0.0,0.0,27.4,0,0,0,0,0,0,37
96080,7782,31190,1712,2138,2418,2350,5.5,6.9,7.8,25.0,862,1199,1033,850,939,1385,3818
96084,99,664,14,22,48,22,2.1,3.3,7.2,14.9,8,0,25,6,22,23,61
96085,9,38,0,0,4,5,0.0,0.0,10.5,23.7,0,0,0,0,0,4,9
96086,42,268,26,4,6,6,9.7,1.5,2.2,15.7,15,0,6,11,4,0,21
96087,106,824,26,7,46,27,3.2,0.8,5.6,12.9,26,0,32,0,7,14,31
96088,488,4703,94,145,215,156,2.0,3.1,4.6,10.4,58,75,31,36,70,184,295
96090,79,421,10,28,30,15,2.4,6.7,7.1,18.8,6,14,20,4,14,10,30
96091,41,693,4,20,4,16,0.6,2.9,0.6,5.9,0,20,0,4,0,4,21
96092,83,402,8,39,30,6,2.0,9.7,7.5,20.6,0,18,8,8,21,22,51
96093,696,3959,65,335,216,206,1.6,8.5,5.5,17.6,65,40,48,0,295,168,463
96094,1222,6985,471,296,237,488,6.7,4.2,3.4,17.5,302,130,148,169,166,89,556
96096,78,784,8,8,42,42,1.0,1.0,5.4,9.9,3,2,24,5,6,18,47
96097,2494,10154,487,740,843,716,4.8,7.3,8.3,24.6,221,354,649,266,386,194,1013
96101,927,4824,311,357,148,236,6.4,7.4,3.1,19.2,168,172,46,143,185,102,498
96103,214,1340,28,0,118,93,2.1,0.0,8.8,16.0,13,0,41,15,0,77,133
96104,240,962,23,75,65,79,2.4,7.8,6.8,24.9,8,61,21,15,14,44,145
96105,103,429,0,69,0,34,0.0,16.1,0.0,24.0,0,0,0,0,69,0,69
96106,155,465,53,102,0,0,11.4,21.9,0.0,33.3,31,32,0,22,70,0,92
96107,157,868,14,42,101,8,1.6,4.8,11.6,18.1,0,42,12,14,0,89,103
96108,51,149,0,0,25,26,0.0,0.0,16.8,34.2,0,0,25,0,0,0,26
96109,216,1297,64,28,85,55,4.9,2.2,6.6,16.7,42,28,60,22,0,25,47
96110,0,37,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96111,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96112,29,172,14,8,7,0,8.1,4.7,4.1,16.9,9,2,3,5,6,4,15
96113,163,2164,20,53,62,37,0.9,2.4,2.9,7.5,13,27,28,7,26,34,77
96114,401,2927,113,132,151,152,3.9,4.5,5.2,13.7,14,80,89,99,52,62,213
96115,17,122,2,5,5,5,1.6,4.1,4.1,13.9,0,0,5,2,5,0,12
96116,0,19,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96117,127,288,39,70,18,0,13.5,24.3,6.3,44.1,6,20,18,33,50,0,83
96118,233,1581,0,84,104,45,0.0,5.3,6.6,14.7,0,84,71,0,0,33,72
96119,15,31,0,0,15,0,0.0,0.0,48.4,48.4,0,0,0,0,0,15,15
96120,245,1209,77,53,55,122,6.4,4.4,4.5,20.3,35,33,38,42,20,17,103
96121,0,145,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96122,777,4121,249,226,244,115,6.0,5.5,5.9,18.9,111,136,144,138,90,100,364
96123,17,62,12,5,0,0,19.4,8.1,0.0,27.4,12,5,0,0,0,0,0
96124,122,320,0,35,74,13,0.0,10.9,23.1,38.1,0,0,32,0,35,42,77
96125,0,234,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96126,41,227,0,0,41,55,0.0,0.0,18.1,18.1,0,0,0,0,0,41,41
96128,225,600,60,101,11,54,10.0,16.8,1.8,37.5,47,37,11,13,64,0,78
96129,217,640,57,81,0,79,8.9,12.7,0.0,33.9,57,81,0,0,0,0,0
96130,3690,21460,987,981,1123,913,4.6,4.6,5.2,17.2,434,535,508,553,446,615,1871
96132,0,17,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96133,0,188,0,0,0,21,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96134,535,2236,154,173,160,107,6.9,7.7,7.2,23.9,76,77,72,78,96,88,300
96135,0,106,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
96136,16,40,0,0,0,16,0.0,0.0,0.0,40.0,0,0,0,0,0,0,16
96137,455,2949,151,114,113,115,5.1,3.9,3.8,15.4,99,80,47,52,34,66,216
96140,190,1219,10,21,124,46,0.8,1.7,10.2,15.6,0,0,30,10,21,94,160
96141,67,592,7,10,10,61,1.2,1.7,1.7,11.3,3,4,3,4,6,7,41
96142,119,946,49,34,31,14,5.2,3.6,3.3,12.6,15,24,14,34,10,17,61
96143,675,3130,56,283,225,111,1.8,9.0,7.2,21.6,0,114,115,56,169,110,405
96145,597,3081,273,132,145,70,8.9,4.3,4.7,19.4,107,81,38,166,51,107,346
96146,97,1147,32,34,11,20,2.8,3.0,1.0,8.5,26,0,11,6,34,0,40
96148,69,630,19,24,26,0,3.0,3.8,4.1,11.0,19,12,12,0,12,14,26
96150,4779,29457,1314,1254,1450,1479,4.5,4.3,4.9,16.2,669,564,715,645,690,735,2537
96155,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0
96161,4062,19146,1176,1097,1174,932,6.1,5.7,6.1,21.2,647,508,553,529,589,621,2106
97635,123,345,8,0,115,0,2.3,0.0,33.3,35.7,0,0,16,8,0,99,107
